-182.149, 78.684, 1.538,  1.765
-182.106, 78.653, 1.544,  1.798
-182.063, 78.622, 1.551,  1.831
-182.020, 78.591, 1.557,  1.864
-181.977, 78.559, 1.563,  1.897
-181.935, 78.528, 1.568,  1.930
-181.892, 78.496, 1.572,  1.963
-181.850, 78.464, 1.576,  1.996
-181.807, 78.431, 1.578,  2.029
-181.766, 78.398, 1.580,  2.062
-181.725, 78.364, 1.582,  2.095
-181.684, 78.330, 1.583,  2.128
-181.644, 78.295, 1.584,  2.161
-181.606, 78.259, 1.585,  2.194
-181.568, 78.221, 1.586,  2.227
-181.531, 78.184, 1.580,  2.260
-181.496, 78.145, 1.569,  2.293
-181.462, 78.105, 1.557,  2.326
-181.431, 78.064, 1.545,  2.359
-181.401, 78.021, 1.533,  2.392
-181.373, 77.978, 1.521,  2.425
-181.347, 77.933, 1.511,  2.458
-181.324, 77.886, 1.503,  2.491
-181.303, 77.838, 1.500,  2.524
-181.284, 77.789, 1.501,  2.557
-181.267, 77.737, 1.507,  2.590
-181.252, 77.684, 1.520,  2.623
-181.239, 77.630, 1.539,  2.656
-181.228, 77.573, 1.564,  2.689
-181.218, 77.515, 1.592,  2.722
-181.209, 77.456, 1.620,  2.755
-181.202, 77.395, 1.648,  2.788
-181.196, 77.334, 1.672,  2.821
-181.190, 77.271, 1.693,  2.854
-181.186, 77.208, 1.710,  2.887
-181.183, 77.145, 1.722,  2.920
-181.180, 77.082, 1.730,  2.953
-181.178, 77.018, 1.735,  2.986
-181.178, 76.955, 1.736,  3.019
-181.177, 76.892, 1.735,  3.052
-181.178, 76.830, 1.735,  3.085
-181.179, 76.767, 1.734,  3.118
-181.180, 76.705, 1.734,  3.151
-181.182, 76.643, 1.735,  3.184
-181.184, 76.581, 1.738,  3.217
-181.187, 76.519, 1.742,  3.250
-181.190, 76.458, 1.748,  3.283
-181.193, 76.396, 1.755,  3.316
-181.196, 76.334, 1.763,  3.349
-181.200, 76.272, 1.771,  3.382
-181.204, 76.210, 1.780,  3.415
-181.208, 76.148, 1.788,  3.448
-181.212, 76.086, 1.796,  3.481
-181.216, 76.024, 1.802,  3.514
-181.220, 75.962, 1.808,  3.547
-181.224, 75.900, 1.813,  3.580
-181.229, 75.838, 1.818,  3.613
-181.233, 75.776, 1.822,  3.646
-181.237, 75.714, 1.827,  3.679
-181.242, 75.652, 1.831,  3.712
-181.246, 75.590, 1.836,  3.745
-181.251, 75.527, 1.841,  3.778
-181.255, 75.465, 1.846,  3.811
-181.260, 75.403, 1.852,  3.844
-181.264, 75.340, 1.858,  3.877
-181.268, 75.278, 1.864,  3.910
-181.272, 75.215, 1.870,  3.943
-181.277, 75.152, 1.876,  3.976
-181.281, 75.089, 1.882,  4.009
-181.284, 75.026, 1.888,  4.042
-181.288, 74.962, 1.894,  4.075
-181.292, 74.899, 1.899,  4.108
-181.296, 74.835, 1.905,  4.141
-181.299, 74.771, 1.911,  4.174
-181.303, 74.707, 1.916,  4.207
-181.306, 74.643, 1.922,  4.240
-181.309, 74.579, 1.928,  4.273
-181.312, 74.515, 1.934,  4.306
-181.315, 74.450, 1.939,  4.339
-181.318, 74.385, 1.942,  4.372
-181.321, 74.320, 1.946,  4.405
-181.323, 74.255, 1.951,  4.438
-181.326, 74.190, 1.957,  4.471
-181.328, 74.125, 1.964,  4.504
-181.330, 74.059, 1.971,  4.537
-181.332, 73.993, 1.979,  4.570
-181.334, 73.927, 1.987,  4.603
-181.336, 73.860, 1.995,  4.636
-181.338, 73.794, 2.002,  4.669
-181.340, 73.727, 2.010,  4.702
-181.342, 73.660, 2.016,  4.735
-181.343, 73.592, 2.023,  4.768
-181.345, 73.525, 2.029,  4.801
-181.346, 73.457, 2.034,  4.834
-181.347, 73.389, 2.040,  4.867
-181.348, 73.321, 2.046,  4.900
-181.349, 73.252, 2.052,  4.933
-181.350, 73.184, 2.058,  4.966
-181.351, 73.115, 2.064,  4.999
-181.352, 73.046, 2.071,  5.032
-181.353, 72.977, 2.078,  5.065
-181.354, 72.908, 2.084,  5.098
-181.355, 72.838, 2.091,  5.131
-181.355, 72.768, 2.098,  5.164
-181.356, 72.698, 2.105,  5.197
-181.357, 72.627, 2.112,  5.230
-181.357, 72.557, 2.119,  5.263
-181.358, 72.486, 2.126,  5.296
-181.358, 72.415, 2.133,  5.329
-181.359, 72.344, 2.139,  5.362
-181.359, 72.272, 2.146,  5.395
-181.359, 72.201, 2.153,  5.428
-181.360, 72.129, 2.160,  5.461
-181.360, 72.057, 2.167,  5.494
-181.360, 71.984, 2.174,  5.527
-181.361, 71.912, 2.181,  5.560
-181.361, 71.839, 2.188,  5.593
-181.361, 71.766, 2.195,  5.626
-181.361, 71.692, 2.202,  5.659
-181.362, 71.619, 2.209,  5.692
-181.362, 71.545, 2.216,  5.725
-181.362, 71.471, 2.223,  5.758
-181.362, 71.397, 2.230,  5.791
-181.363, 71.322, 2.237,  5.824
-181.363, 71.247, 2.244,  5.857
-181.363, 71.172, 2.251,  5.890
-181.363, 71.097, 2.259,  5.923
-181.363, 71.022, 2.266,  5.956
-181.363, 70.946, 2.273,  5.989
-181.363, 70.870, 2.281,  6.022
-181.363, 70.794, 2.288,  6.055
-181.364, 70.717, 2.295,  6.088
-181.364, 70.641, 2.302,  6.121
-181.364, 70.564, 2.310,  6.154
-181.364, 70.486, 2.317,  6.187
-181.364, 70.409, 2.324,  6.220
-181.364, 70.331, 2.332,  6.253
-181.364, 70.253, 2.339,  6.286
-181.365, 70.175, 2.346,  6.319
-181.365, 70.097, 2.354,  6.352
-181.365, 70.018, 2.361,  6.385
-181.365, 69.939, 2.369,  6.418
-181.365, 69.860, 2.377,  6.451
-181.365, 69.781, 2.385,  6.484
-181.365, 69.701, 2.392,  6.517
-181.365, 69.621, 2.400,  6.550
-181.366, 69.541, 2.408,  6.583
-181.366, 69.460, 2.416,  6.616
-181.366, 69.380, 2.423,  6.649
-181.366, 69.299, 2.431,  6.682
-181.366, 69.218, 2.439,  6.715
-181.366, 69.136, 2.446,  6.748
-181.366, 69.054, 2.454,  6.781
-181.367, 68.972, 2.462,  6.814
-181.367, 68.890, 2.469,  6.847
-181.367, 68.808, 2.477,  6.880
-181.367, 68.725, 2.485,  6.913
-181.367, 68.642, 2.493,  6.946
-181.367, 68.559, 2.501,  6.979
-181.367, 68.475, 2.509,  7.012
-181.368, 68.391, 2.517,  7.045
-181.368, 68.307, 2.525,  7.078
-181.368, 68.223, 2.533,  7.111
-181.368, 68.138, 2.541,  7.144
-181.368, 68.053, 2.550,  7.177
-181.368, 67.968, 2.558,  7.210
-181.368, 67.882, 2.566,  7.243
-181.369, 67.797, 2.574,  7.276
-181.369, 67.711, 2.582,  7.309
-181.369, 67.624, 2.590,  7.342
-181.369, 67.538, 2.599,  7.375
-181.369, 67.451, 2.607,  7.408
-181.370, 67.364, 2.615,  7.441
-181.370, 67.276, 2.623,  7.474
-181.370, 67.189, 2.632,  7.507
-181.370, 67.101, 2.640,  7.540
-181.370, 67.013, 2.649,  7.573
-181.370, 66.924, 2.657,  7.606
-181.370, 66.835, 2.666,  7.639
-181.371, 66.746, 2.674,  7.672
-181.371, 66.657, 2.683,  7.705
-181.371, 66.567, 2.691,  7.738
-181.371, 66.477, 2.700,  7.771
-181.371, 66.387, 2.708,  7.804
-181.372, 66.297, 2.717,  7.837
-181.372, 66.206, 2.726,  7.870
-181.372, 66.115, 2.735,  7.903
-181.372, 66.023, 2.743,  7.936
-181.372, 65.932, 2.752,  7.969
-181.372, 65.840, 2.761,  8.002
-181.373, 65.747, 2.770,  8.035
-181.373, 65.655, 2.779,  8.068
-181.373, 65.562, 2.788,  8.101
-181.373, 65.469, 2.797,  8.134
-181.373, 65.375, 2.806,  8.167
-181.374, 65.282, 2.815,  8.200
-181.374, 65.188, 2.824,  8.233
-181.374, 65.093, 2.833,  8.266
-181.374, 64.999, 2.842,  8.299
-181.374, 64.904, 2.851,  8.332
-181.374, 64.808, 2.860,  8.365
-181.374, 64.713, 2.870,  8.398
-181.375, 64.617, 2.879,  8.431
-181.375, 64.521, 2.888,  8.464
-181.375, 64.424, 2.897,  8.497
-181.375, 64.327, 2.906,  8.530
-181.375, 64.230, 2.916,  8.563
-181.376, 64.133, 2.925,  8.596
-181.376, 64.035, 2.935,  8.629
-181.376, 63.937, 2.945,  8.662
-181.376, 63.839, 2.954,  8.695
-181.376, 63.740, 2.963,  8.728
-181.376, 63.641, 2.973,  8.761
-181.377, 63.542, 2.982,  8.794
-181.377, 63.442, 2.992,  8.827
-181.377, 63.342, 3.001,  8.860
-181.377, 63.242, 3.011,  8.893
-181.377, 63.141, 3.020,  8.926
-181.377, 63.040, 3.030,  8.959
-181.378, 62.939, 3.040,  8.992
-181.378, 62.837, 3.050,  9.025
-181.378, 62.735, 3.060,  9.058
-181.378, 62.633, 3.069,  9.091
-181.378, 62.531, 3.079,  9.124
-181.378, 62.428, 3.089,  9.157
-181.379, 62.324, 3.099,  9.190
-181.379, 62.221, 3.109,  9.223
-181.379, 62.117, 3.119,  9.256
-181.379, 62.013, 3.129,  9.289
-181.379, 61.908, 3.139,  9.322
-181.379, 61.803, 3.150,  9.355
-181.379, 61.698, 3.160,  9.388
-181.380, 61.592, 3.170,  9.421
-181.380, 61.487, 3.180,  9.454
-181.380, 61.380, 3.190,  9.487
-181.380, 61.274, 3.201,  9.520
-181.380, 61.167, 3.211,  9.553
-181.380, 61.059, 3.221,  9.586
-181.381, 60.952, 3.232,  9.619
-181.381, 60.844, 3.242,  9.652
-181.381, 60.735, 3.253,  9.685
-181.381, 60.627, 3.263,  9.718
-181.381, 60.518, 3.273,  9.751
-181.381, 60.408, 3.284,  9.784
-181.381, 60.299, 3.295,  9.817
-181.382, 60.189, 3.305,  9.850
-181.382, 60.078, 3.316,  9.883
-181.382, 59.967, 3.327,  9.916
-181.382, 59.856, 3.338,  9.949
-181.382, 59.745, 3.348,  9.982
-181.382, 59.633, 3.359, 10.015
-181.382, 59.520, 3.370, 10.048
-181.383, 59.408, 3.381, 10.081
-181.383, 59.295, 3.392, 10.114
-181.383, 59.182, 3.403, 10.147
-181.383, 59.068, 3.414, 10.180
-181.383, 58.954, 3.425, 10.213
-181.383, 58.839, 3.436, 10.246
-181.384, 58.725, 3.447, 10.279
-181.384, 58.609, 3.458, 10.312
-181.384, 58.494, 3.469, 10.345
-181.384, 58.378, 3.480, 10.378
-181.384, 58.262, 3.492, 10.411
-181.384, 58.145, 3.503, 10.444
-181.384, 58.028, 3.514, 10.477
-181.385, 57.910, 3.526, 10.510
-181.385, 57.793, 3.537, 10.543
-181.385, 57.674, 3.548, 10.576
-181.385, 57.556, 3.560, 10.609
-181.385, 57.437, 3.572, 10.642
-181.385, 57.318, 3.583, 10.675
-181.385, 57.198, 3.595, 10.708
-181.385, 57.078, 3.607, 10.741
-181.386, 56.957, 3.618, 10.774
-181.386, 56.836, 3.630, 10.807
-181.386, 56.715, 3.642, 10.840
-181.386, 56.593, 3.653, 10.873
-181.386, 56.471, 3.665, 10.906
-181.386, 56.349, 3.677, 10.939
-181.386, 56.226, 3.689, 10.972
-181.387, 56.103, 3.701, 11.005
-181.387, 55.979, 3.713, 11.038
-181.387, 55.855, 3.724, 11.071
-181.387, 55.731, 3.736, 11.104
-181.387, 55.606, 3.749, 11.137
-181.387, 55.480, 3.761, 11.170
-181.387, 55.355, 3.773, 11.203
-181.387, 55.229, 3.785, 11.236
-181.387, 55.102, 3.797, 11.269
-181.388, 54.975, 3.810, 11.302
-181.388, 54.848, 3.822, 11.335
-181.388, 54.720, 3.835, 11.368
-181.388, 54.592, 3.847, 11.401
-181.388, 54.464, 3.860, 11.434
-181.388, 54.335, 3.872, 11.467
-181.388, 54.205, 3.885, 11.500
-181.388, 54.075, 3.897, 11.533
-181.388, 53.945, 3.910, 11.566
-181.389, 53.814, 3.922, 11.599
-181.389, 53.683, 3.935, 11.632
-181.389, 53.552, 3.948, 11.665
-181.389, 53.420, 3.960, 11.698
-181.389, 53.288, 3.973, 11.731
-181.389, 53.155, 3.986, 11.764
-181.389, 53.022, 3.998, 11.797
-181.389, 52.888, 4.011, 11.830
-181.389, 52.754, 4.024, 11.863
-181.390, 52.620, 4.037, 11.896
-181.390, 52.485, 4.050, 11.929
-181.390, 52.349, 4.063, 11.962
-181.390, 52.214, 4.076, 11.995
-181.390, 52.078, 4.089, 12.028
-181.390, 51.941, 4.102, 12.061
-181.390, 51.804, 4.115, 12.094
-181.390, 51.666, 4.129, 12.127
-181.390, 51.528, 4.142, 12.160
-181.390, 51.390, 4.155, 12.193
-181.390, 51.251, 4.169, 12.226
-181.391, 51.112, 4.182, 12.259
-181.391, 50.972, 4.196, 12.292
-181.391, 50.832, 4.209, 12.325
-181.391, 50.691, 4.223, 12.358
-181.391, 50.550, 4.236, 12.391
-181.391, 50.409, 4.250, 12.424
-181.391, 50.267, 4.264, 12.457
-181.391, 50.124, 4.277, 12.490
-181.391, 49.981, 4.291, 12.523
-181.391, 49.838, 4.305, 12.556
-181.391, 49.694, 4.319, 12.589
-181.391, 49.550, 4.333, 12.622
-181.391, 49.405, 4.346, 12.655
-181.392, 49.260, 4.360, 12.688
-181.392, 49.114, 4.374, 12.721
-181.392, 48.968, 4.388, 12.754
-181.392, 48.821, 4.402, 12.787
-181.392, 48.674, 4.417, 12.820
-181.392, 48.526, 4.431, 12.853
-181.392, 48.378, 4.445, 12.886
-181.392, 48.230, 4.460, 12.919
-181.392, 48.081, 4.474, 12.952
-181.392, 47.931, 4.488, 12.985
-181.392, 47.781, 4.503, 13.018
-181.392, 47.631, 4.517, 13.051
-181.392, 47.480, 4.532, 13.084
-181.392, 47.329, 4.546, 13.117
-181.392, 47.177, 4.561, 13.150
-181.392, 47.024, 4.576, 13.183
-181.392, 46.871, 4.591, 13.216
-181.392, 46.718, 4.606, 13.249
-181.392, 46.564, 4.621, 13.282
-181.392, 46.410, 4.635, 13.315
-181.393, 46.255, 4.650, 13.348
-181.393, 46.099, 4.665, 13.381
-181.393, 45.943, 4.680, 13.414
-181.393, 45.787, 4.695, 13.447
-181.393, 45.630, 4.710, 13.480
-181.393, 45.473, 4.725, 13.513
-181.393, 45.315, 4.741, 13.546
-181.393, 45.156, 4.756, 13.579
-181.393, 44.998, 4.771, 13.612
-181.393, 44.838, 4.787, 13.645
-181.393, 44.678, 4.802, 13.678
-181.393, 44.518, 4.818, 13.711
-181.393, 44.357, 4.834, 13.744
-181.393, 44.195, 4.849, 13.777
-181.393, 44.033, 4.865, 13.810
-181.393, 43.871, 4.881, 13.843
-181.393, 43.707, 4.896, 13.876
-181.393, 43.544, 4.912, 13.909
-181.393, 43.380, 4.928, 13.942
-181.393, 43.215, 4.944, 13.975
-181.393, 43.050, 4.960, 14.008
-181.393, 42.884, 4.976, 14.041
-181.393, 42.718, 4.992, 14.074
-181.393, 42.551, 5.008, 14.107
-181.393, 42.384, 5.024, 14.140
-181.393, 42.216, 5.040, 14.173
-181.393, 42.047, 5.056, 14.206
-181.393, 41.878, 5.073, 14.239
-181.393, 41.709, 5.089, 14.272
-181.393, 41.539, 5.104, 14.305
-181.393, 41.369, 5.115, 14.338
-181.393, 41.198, 5.113, 14.371
-181.393, 41.028, 5.098, 14.404
-181.393, 40.859, 5.086, 14.437
-181.393, 40.690, 5.081, 14.470
-181.393, 40.520, 5.085, 14.503
-181.393, 40.350, 5.099, 14.536
-181.393, 40.180, 5.124, 14.569
-181.392, 40.008, 5.159, 14.602
-181.392, 39.835, 5.202, 14.635
-181.392, 39.660, 5.251, 14.668
-181.392, 39.483, 5.304, 14.701
-181.392, 39.305, 5.354, 14.734
-181.392, 39.125, 5.399, 14.767
-181.392, 38.944, 5.436, 14.800
-181.392, 38.762, 5.462, 14.833
-181.392, 38.579, 5.478, 14.866
-181.392, 38.397, 5.485, 14.899
-181.392, 38.214, 5.484, 14.932
-181.392, 38.031, 5.479, 14.965
-181.392, 37.849, 5.472, 14.998
-181.392, 37.667, 5.464, 15.031
-181.392, 37.485, 5.458, 15.064
-181.392, 37.304, 5.456, 15.097
-181.391, 37.122, 5.460, 15.130
-181.391, 36.940, 5.471, 15.163
-181.391, 36.757, 5.488, 15.196
-181.391, 36.573, 5.514, 15.229
-181.391, 36.388, 5.546, 15.262
-181.391, 36.202, 5.583, 15.295
-181.391, 36.015, 5.624, 15.328
-181.391, 35.826, 5.666, 15.361
-181.391, 35.636, 5.705, 15.394
-181.391, 35.445, 5.741, 15.427
-181.391, 35.253, 5.770, 15.460
-181.390, 35.060, 5.792, 15.493
-181.390, 34.866, 5.808, 15.526
-181.390, 34.672, 5.817, 15.559
-181.390, 34.478, 5.822, 15.592
-181.390, 34.284, 5.824, 15.625
-181.390, 34.090, 5.824, 15.658
-181.390, 33.896, 5.826, 15.691
-181.390, 33.702, 5.830, 15.724
-181.389, 33.508, 5.838, 15.757
-181.389, 33.313, 5.850, 15.790
-181.389, 33.117, 5.868, 15.823
-181.389, 32.921, 5.891, 15.856
-181.389, 32.724, 5.919, 15.889
-181.389, 32.525, 5.952, 15.922
-181.389, 32.326, 5.987, 15.955
-181.388, 32.125, 6.022, 15.988
-181.388, 31.923, 6.057, 16.021
-181.388, 31.721, 6.089, 16.054
-181.388, 31.517, 6.116, 16.087
-181.388, 31.312, 6.139, 16.120
-181.388, 31.107, 6.156, 16.153
-181.387, 30.902, 6.169, 16.186
-181.387, 30.696, 6.179, 16.219
-181.387, 30.490, 6.186, 16.252
-181.387, 30.283, 6.193, 16.285
-181.387, 30.077, 6.201, 16.318
-181.386, 29.870, 6.211, 16.351
-181.386, 29.662, 6.225, 16.384
-181.386, 29.455, 6.242, 16.417
-181.386, 29.246, 6.263, 16.450
-181.386, 29.036, 6.288, 16.483
-181.385, 28.826, 6.317, 16.516
-181.385, 28.614, 6.348, 16.549
-181.385, 28.402, 6.381, 16.582
-181.385, 28.188, 6.413, 16.615
-181.385, 27.973, 6.444, 16.648
-181.384, 27.758, 6.472, 16.681
-181.384, 27.541, 6.497, 16.714
-181.384, 27.324, 6.517, 16.747
-181.384, 27.106, 6.533, 16.780
-181.383, 26.888, 6.546, 16.813
-181.383, 26.670, 6.557, 16.846
-181.383, 26.451, 6.568, 16.879
-181.383, 26.232, 6.579, 16.912
-181.382, 26.012, 6.593, 16.945
-181.382, 25.792, 6.609, 16.978
-181.382, 25.571, 6.629, 17.011
-181.381, 25.350, 6.653, 17.044
-181.381, 25.127, 6.680, 17.077
-181.381, 24.903, 6.710, 17.110
-181.381, 24.679, 6.742, 17.143
-181.380, 24.453, 6.774, 17.176
-181.380, 24.226, 6.805, 17.209
-181.380, 23.999, 6.834, 17.242
-181.379, 23.770, 6.859, 17.275
-181.379, 23.541, 6.880, 17.308
-181.379, 23.311, 6.899, 17.341
-181.378, 23.081, 6.914, 17.374
-181.378, 22.850, 6.928, 17.407
-181.378, 22.619, 6.942, 17.440
-181.378, 22.387, 6.957, 17.473
-181.377, 22.155, 6.973, 17.506
-181.377, 21.922, 6.992, 17.539
-181.377, 21.688, 7.014, 17.572
-181.376, 21.454, 7.039, 17.605
-181.376, 21.218, 7.067, 17.638
-181.375, 20.982, 7.096, 17.671
-181.375, 20.744, 7.127, 17.704
-181.375, 20.506, 7.158, 17.737
-181.374, 20.266, 7.188, 17.770
-181.374, 20.026, 7.216, 17.803
-181.374, 19.785, 7.241, 17.836
-181.373, 19.543, 7.264, 17.869
-181.373, 19.300, 7.285, 17.902
-181.372, 19.057, 7.304, 17.935
-181.372, 18.813, 7.321, 17.968
-181.372, 18.568, 7.339, 18.001
-181.371, 18.323, 7.357, 18.034
-181.371, 18.078, 7.376, 18.067
-181.370, 17.831, 7.398, 18.100
-181.370, 17.584, 7.421, 18.133
-181.370, 17.336, 7.447, 18.166
-181.369, 17.087, 7.475, 18.199
-181.369, 16.837, 7.504, 18.232
-181.368, 16.586, 7.533, 18.265
-181.368, 16.334, 7.563, 18.298
-181.367, 16.081, 7.591, 18.331
-181.367, 15.828, 7.619, 18.364
-181.366, 15.573, 7.644, 18.397
-181.366, 15.318, 7.669, 18.430
-181.366, 15.061, 7.692, 18.463
-181.365, 14.804, 7.714, 18.496
-181.365, 14.547, 7.736, 18.529
-181.364, 14.288, 7.757, 18.562
-181.364, 14.029, 7.779, 18.595
-181.363, 13.769, 7.802, 18.628
-181.363, 13.509, 7.826, 18.661
-181.362, 13.247, 7.851, 18.694
-181.361, 12.985, 7.877, 18.727
-181.361, 12.722, 7.904, 18.760
-181.360, 12.457, 7.933, 18.793
-181.360, 12.192, 7.961, 18.826
-181.359, 11.926, 7.990, 18.859
-181.359, 11.659, 8.018, 18.892
-181.358, 11.391, 8.046, 18.925
-181.358, 11.122, 8.074, 18.958
-181.357, 10.852, 8.100, 18.991
-181.356, 10.582, 8.126, 19.024
-181.356, 10.310, 8.151, 19.057
-181.355, 10.038, 8.176, 19.090
-181.355, 9.765, 8.201, 19.123
-181.354, 9.491, 8.226, 19.156
-181.353, 9.216, 8.251, 19.189
-181.353, 8.940, 8.277, 19.222
-181.352, 8.664, 8.304, 19.255
-181.352, 8.386, 8.331, 19.288
-181.351, 8.108, 8.359, 19.321
-181.350, 7.828, 8.387, 19.354
-181.350, 7.548, 8.416, 19.387
-181.349, 7.267, 8.445, 19.420
-181.348, 6.985, 8.474, 19.453
-181.348, 6.701, 8.503, 19.486
-181.347, 6.417, 8.531, 19.519
-181.346, 6.132, 8.560, 19.552
-181.346, 5.846, 8.588, 19.585
-181.345, 5.559, 8.616, 19.618
-181.344, 5.271, 8.643, 19.651
-181.344, 4.982, 8.671, 19.684
-181.343, 4.693, 8.698, 19.717
-181.342, 4.402, 8.726, 19.750
-181.341, 4.111, 8.753, 19.783
-181.341, 3.818, 8.781, 19.816
-181.340, 3.525, 8.810, 19.849
-181.339, 3.230, 8.838, 19.882
-181.338, 2.935, 8.868, 19.915
-181.338, 2.639, 8.897, 19.948
-181.337, 2.341, 8.927, 19.981
-181.336, 2.043, 8.957, 20.014
-181.335, 1.744, 8.987, 20.047
-181.334, 1.443, 9.017, 20.080
-181.334, 1.142, 9.047, 20.113
-181.333, 0.840, 9.077, 20.146
-181.332, 0.536, 9.107, 20.179
-181.331, 0.232, 9.136, 20.212
-181.330, -0.073, 9.166, 20.245
-181.330, -0.380, 9.196, 20.278
-181.329, -0.687, 9.226, 20.311
-181.328, -0.995, 9.255, 20.344
-181.327, -1.304, 9.285, 20.377
-181.326, -1.615, 9.315, 20.410
-181.325, -1.926, 9.346, 20.443
-181.324, -2.238, 9.376, 20.476
-181.323, -2.552, 9.407, 20.509
-181.322, -2.866, 9.438, 20.542
-181.322, -3.181, 9.469, 20.575
-181.321, -3.498, 9.500, 20.608
-181.320, -3.815, 9.532, 20.641
-181.319, -4.134, 9.564, 20.674
-181.318, -4.453, 9.595, 20.707
-181.317, -4.774, 9.627, 20.740
-181.316, -5.096, 9.659, 20.773
-181.315, -5.419, 9.691, 20.806
-181.314, -5.742, 9.723, 20.839
-181.313, -6.067, 9.755, 20.872
-181.312, -6.393, 9.786, 20.905
-181.311, -6.720, 9.818, 20.938
-181.310, -7.048, 9.850, 20.971
-181.309, -7.377, 9.882, 21.004
-181.308, -7.708, 9.914, 21.037
-181.307, -8.039, 9.947, 21.070
-181.306, -8.371, 9.979, 21.103
-181.305, -8.705, 10.012, 21.136
-181.303, -9.039, 10.045, 21.169
-181.302, -9.375, 10.078, 21.202
-181.301, -9.712, 10.111, 21.235
-181.300, -10.050, 10.144, 21.268
-181.299, -10.389, 10.178, 21.301
-181.298, -10.729, 10.212, 21.334
-181.297, -11.070, 10.246, 21.367
-181.296, -11.412, 10.280, 21.400
-181.295, -11.756, 10.314, 21.433
-181.293, -12.101, 10.348, 21.466
-181.292, -12.446, 10.382, 21.499
-181.291, -12.793, 10.416, 21.532
-181.290, -13.141, 10.450, 21.565
-181.289, -13.491, 10.484, 21.598
-181.287, -13.841, 10.518, 21.631
-181.286, -14.192, 10.552, 21.664
-181.285, -14.545, 10.587, 21.697
-181.284, -14.899, 10.621, 21.730
-181.282, -15.254, 10.656, 21.763
-181.281, -15.610, 10.691, 21.796
-181.280, -15.967, 10.726, 21.829
-181.279, -16.326, 10.762, 21.862
-181.277, -16.685, 10.797, 21.895
-181.276, -17.046, 10.833, 21.928
-181.275, -17.408, 10.869, 21.961
-181.273, -17.771, 10.905, 21.994
-181.272, -18.136, 10.941, 22.027
-181.271, -18.501, 10.977, 22.060
-181.269, -18.868, 11.014, 22.093
-181.268, -19.236, 11.050, 22.126
-181.267, -19.605, 11.086, 22.159
-181.265, -19.976, 11.123, 22.192
-181.264, -20.348, 11.159, 22.225
-181.262, -20.720, 11.196, 22.258
-181.261, -21.095, 11.232, 22.291
-181.259, -21.470, 11.269, 22.324
-181.258, -21.846, 11.306, 22.357
-181.256, -22.224, 11.344, 22.390
-181.255, -22.603, 11.381, 22.423
-181.253, -22.984, 11.418, 22.456
-181.252, -23.365, 11.456, 22.489
-181.250, -23.748, 11.494, 22.522
-181.249, -24.132, 11.532, 22.555
-181.247, -24.518, 11.570, 22.588
-181.246, -24.904, 11.609, 22.621
-181.244, -25.292, 11.647, 22.654
-181.243, -25.681, 11.686, 22.687
-181.241, -26.072, 11.725, 22.720
-181.239, -26.464, 11.763, 22.753
-181.238, -26.857, 11.802, 22.786
-181.236, -27.251, 11.842, 22.819
-181.235, -27.647, 11.881, 22.852
-181.233, -28.044, 11.920, 22.885
-181.231, -28.442, 11.959, 22.918
-181.230, -28.842, 11.999, 22.951
-181.228, -29.243, 12.038, 22.984
-181.226, -29.645, 12.078, 23.017
-181.224, -30.049, 12.118, 23.050
